Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,StringLengthInChars,Scenario,Mean,Error,StdDev,Median,Ratio,RatioSD
Ascii_Local_NarrowUtf16ToAscii_v2_Inline,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,39,AsciiOnly,3.404 ns,0.0140 ns,0.0124 ns,3.401 ns,0.84,0.01
Ascii_Local_NarrowUtf16ToAscii_simple_loop,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,39,AsciiOnly,2.883 ns,0.0354 ns,0.0331 ns,2.875 ns,0.71,0.01
Ascii_Local_NarrowUtf16ToAscii_v3,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,39,AsciiOnly,2.769 ns,0.0337 ns,0.0263 ns,2.766 ns,0.69,0.01
Ascii_Local_NarrowUtf16ToAscii_v4_if,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,39,AsciiOnly,2.899 ns,0.0393 ns,0.0483 ns,2.884 ns,0.72,0.02
Ascii_Local_NarrowUtf16ToAscii_v1_StoreLower,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,41,AsciiOnly,3.349 ns,0.0267 ns,0.0249 ns,3.337 ns,1.00,0.00
Ascii_Local_NarrowUtf16ToAscii_v2_Inline,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,41,AsciiOnly,3.544 ns,0.0155 ns,0.0145 ns,3.538 ns,1.06,0.01
Ascii_Local_NarrowUtf16ToAscii_simple_loop,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,41,AsciiOnly,3.285 ns,0.0258 ns,0.0241 ns,3.279 ns,0.98,0.01
Ascii_Local_NarrowUtf16ToAscii_v3,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,41,AsciiOnly,3.107 ns,0.0147 ns,0.0123 ns,3.107 ns,0.93,0.01
Ascii_Local_NarrowUtf16ToAscii_v4_if,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,41,AsciiOnly,2.868 ns,0.0210 ns,0.0196 ns,2.865 ns,0.86,0.01
Ascii_Local_NarrowUtf16ToAscii_v1_StoreLower,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,44,AsciiOnly,3.313 ns,0.0185 ns,0.0164 ns,3.307 ns,1.00,0.00
Ascii_Local_NarrowUtf16ToAscii_v2_Inline,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,44,AsciiOnly,3.357 ns,0.0450 ns,0.0701 ns,3.336 ns,1.03,0.03
Ascii_Local_NarrowUtf16ToAscii_simple_loop,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,44,AsciiOnly,3.137 ns,0.0178 ns,0.0148 ns,3.132 ns,0.95,0.01
Ascii_Local_NarrowUtf16ToAscii_v3,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,44,AsciiOnly,3.118 ns,0.0183 ns,0.0153 ns,3.112 ns,0.94,0.01
Ascii_Local_NarrowUtf16ToAscii_v4_if,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,44,AsciiOnly,2.723 ns,0.0382 ns,0.0689 ns,2.742 ns,0.81,0.02
Ascii_Local_NarrowUtf16ToAscii_v1_StoreLower,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,48,AsciiOnly,3.530 ns,0.0287 ns,0.0254 ns,3.514 ns,1.00,0.00
Ascii_Local_NarrowUtf16ToAscii_v2_Inline,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,48,AsciiOnly,3.530 ns,0.0247 ns,0.0231 ns,3.520 ns,1.00,0.01
Ascii_Local_NarrowUtf16ToAscii_simple_loop,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,48,AsciiOnly,3.147 ns,0.0296 ns,0.0231 ns,3.143 ns,0.89,0.01
Ascii_Local_NarrowUtf16ToAscii_v3,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,48,AsciiOnly,3.109 ns,0.0074 ns,0.0066 ns,3.109 ns,0.88,0.01
Ascii_Local_NarrowUtf16ToAscii_v4_if,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,48,AsciiOnly,2.601 ns,0.0163 ns,0.0144 ns,2.602 ns,0.74,0.01
Ascii_Local_NarrowUtf16ToAscii_v1_StoreLower,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,63,AsciiOnly,4.569 ns,0.0357 ns,0.0334 ns,4.564 ns,1.00,0.00
Ascii_Local_NarrowUtf16ToAscii_v2_Inline,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,63,AsciiOnly,4.599 ns,0.0401 ns,0.0313 ns,4.607 ns,1.01,0.01
Ascii_Local_NarrowUtf16ToAscii_simple_loop,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,63,AsciiOnly,3.889 ns,0.0153 ns,0.0119 ns,3.889 ns,0.85,0.01
Ascii_Local_NarrowUtf16ToAscii_v3,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,63,AsciiOnly,3.761 ns,0.0183 ns,0.0162 ns,3.761 ns,0.82,0.01
Ascii_Local_NarrowUtf16ToAscii_v4_if,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,63,AsciiOnly,3.588 ns,0.0331 ns,0.0309 ns,3.588 ns,0.79,0.01
Ascii_Local_NarrowUtf16ToAscii_v1_StoreLower,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,64,AsciiOnly,3.975 ns,0.0229 ns,0.0215 ns,3.965 ns,1.00,0.00
Ascii_Local_NarrowUtf16ToAscii_v2_Inline,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,64,AsciiOnly,3.776 ns,0.0325 ns,0.0304 ns,3.762 ns,0.95,0.01
Ascii_Local_NarrowUtf16ToAscii_simple_loop,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,64,AsciiOnly,3.828 ns,0.0272 ns,0.0254 ns,3.829 ns,0.96,0.01
Ascii_Local_NarrowUtf16ToAscii_v3,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,64,AsciiOnly,3.549 ns,0.0208 ns,0.0184 ns,3.554 ns,0.89,0.01
Ascii_Local_NarrowUtf16ToAscii_v4_if,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,64,AsciiOnly,3.535 ns,0.0233 ns,0.0207 ns,3.533 ns,0.89,0.01
Ascii_Local_NarrowUtf16ToAscii_v1_StoreLower,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,71,AsciiOnly,4.977 ns,0.0438 ns,0.0388 ns,4.954 ns,1.00,0.00
Ascii_Local_NarrowUtf16ToAscii_v2_Inline,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,71,AsciiOnly,4.432 ns,0.0298 ns,0.0265 ns,4.434 ns,0.89,0.01
Ascii_Local_NarrowUtf16ToAscii_simple_loop,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,71,AsciiOnly,4.483 ns,0.0514 ns,0.0592 ns,4.476 ns,0.90,0.02
Ascii_Local_NarrowUtf16ToAscii_v3,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,71,AsciiOnly,3.676 ns,0.0207 ns,0.0194 ns,3.676 ns,0.74,0.01
Ascii_Local_NarrowUtf16ToAscii_v4_if,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,71,AsciiOnly,4.002 ns,0.0231 ns,0.0204 ns,4.005 ns,0.80,0.01
Ascii_Local_NarrowUtf16ToAscii_v1_StoreLower,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,79,AsciiOnly,4.474 ns,0.0252 ns,0.0210 ns,4.470 ns,1.00,0.00
Ascii_Local_NarrowUtf16ToAscii_v2_Inline,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,79,AsciiOnly,4.697 ns,0.0281 ns,0.0263 ns,4.697 ns,1.05,0.01
Ascii_Local_NarrowUtf16ToAscii_simple_loop,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,79,AsciiOnly,4.617 ns,0.0442 ns,0.0413 ns,4.592 ns,1.03,0.01
Ascii_Local_NarrowUtf16ToAscii_v3,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,79,AsciiOnly,3.996 ns,0.0333 ns,0.0296 ns,3.982 ns,0.89,0.01
Ascii_Local_NarrowUtf16ToAscii_v4_if,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,79,AsciiOnly,3.978 ns,0.0305 ns,0.0408 ns,3.975 ns,0.89,0.01
Ascii_Local_NarrowUtf16ToAscii_v1_StoreLower,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,87,AsciiOnly,5.476 ns,0.0296 ns,0.0277 ns,5.485 ns,1.00,0.00
Ascii_Local_NarrowUtf16ToAscii_v2_Inline,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,87,AsciiOnly,5.452 ns,0.0237 ns,0.0198 ns,5.445 ns,1.00,0.01
Ascii_Local_NarrowUtf16ToAscii_simple_loop,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,87,AsciiOnly,5.061 ns,0.0452 ns,0.0423 ns,5.038 ns,0.92,0.01
Ascii_Local_NarrowUtf16ToAscii_v3,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,87,AsciiOnly,3.968 ns,0.0202 ns,0.0168 ns,3.966 ns,0.72,0.01
Ascii_Local_NarrowUtf16ToAscii_v4_if,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,87,AsciiOnly,5.567 ns,0.0538 ns,0.0503 ns,5.560 ns,1.02,0.01
Ascii_Local_NarrowUtf16ToAscii_v1_StoreLower,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,95,AsciiOnly,4.919 ns,0.0539 ns,0.0839 ns,4.875 ns,1.00,0.00
Ascii_Local_NarrowUtf16ToAscii_v2_Inline,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,95,AsciiOnly,4.869 ns,0.0271 ns,0.0227 ns,4.874 ns,0.98,0.02
Ascii_Local_NarrowUtf16ToAscii_simple_loop,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,95,AsciiOnly,5.723 ns,0.0199 ns,0.0176 ns,5.717 ns,1.15,0.02
Ascii_Local_NarrowUtf16ToAscii_v3,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,95,AsciiOnly,4.381 ns,0.0164 ns,0.0137 ns,4.378 ns,0.88,0.02
Ascii_Local_NarrowUtf16ToAscii_v4_if,Job-NBUDUF,False,Default,Default,0.01,Default,Default,Default,111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,300.0000 ms,Default,Default,Default,Default,Default,Default,Default,16,1,95,AsciiOnly,4.437 ns,0.0278 ns,0.0217 ns,4.435 ns,0.89,0.02
