Method;Job;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;Platform;PowerPlanMode;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;Toolchain;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MemoryRandomization;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;StringLengthInChars;Scenario;Mean;Error;StdDev;Median;Ratio;RatioSD
Original;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;AsciiOnly;3.725 ns;0.0399 ns;0.0459 ns;3.721 ns;1.00;0.00
Encoding;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;AsciiOnly;7.932 ns;0.0186 ns;0.0165 ns;7.930 ns;2.12;0.02
Long;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;AsciiOnly;2.999 ns;0.0325 ns;0.0304 ns;3.006 ns;0.80;0.01
SimdGeneric;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;AsciiOnly;3.403 ns;0.0370 ns;0.0328 ns;3.399 ns;0.91;0.01
SimdSSE;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;AsciiOnly;3.165 ns;0.0275 ns;0.0258 ns;3.161 ns;0.85;0.01
Simd2;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;AsciiOnly;3.765 ns;0.0344 ns;0.0305 ns;3.757 ns;1.01;0.02
SimdAVX;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;AsciiOnly;3.339 ns;0.0176 ns;0.0165 ns;3.339 ns;0.89;0.01
Original;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;Mixed;4.066 ns;0.0176 ns;0.0156 ns;4.064 ns;1.00;0.00
Encoding;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;Mixed;7.882 ns;0.0143 ns;0.0120 ns;7.883 ns;1.94;0.01
Long;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;Mixed;2.956 ns;0.0083 ns;0.0065 ns;2.958 ns;0.73;0.00
SimdGeneric;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;Mixed;3.341 ns;0.0237 ns;0.0221 ns;3.337 ns;0.82;0.01
SimdSSE;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;Mixed;3.260 ns;0.0199 ns;0.0156 ns;3.257 ns;0.80;0.00
Simd2;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;Mixed;3.840 ns;0.0363 ns;0.0322 ns;3.838 ns;0.94;0.01
SimdAVX;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;Mixed;3.341 ns;0.0139 ns;0.0116 ns;3.339 ns;0.82;0.00
Original;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;OnlyNonAscii;14.786 ns;0.0588 ns;0.0521 ns;14.782 ns;1.00;0.00
Encoding;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;OnlyNonAscii;12.134 ns;0.0402 ns;0.0336 ns;12.134 ns;0.82;0.00
Long;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;OnlyNonAscii;13.636 ns;0.0923 ns;0.0863 ns;13.607 ns;0.92;0.01
SimdGeneric;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;OnlyNonAscii;13.396 ns;0.0467 ns;0.0390 ns;13.394 ns;0.91;0.00
SimdSSE;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;OnlyNonAscii;13.422 ns;0.0948 ns;0.0840 ns;13.382 ns;0.91;0.01
Simd2;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;OnlyNonAscii;14.003 ns;0.0177 ns;0.0138 ns;14.002 ns;0.95;0.00
SimdAVX;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;5;OnlyNonAscii;13.789 ns;0.0259 ns;0.0243 ns;13.797 ns;0.93;0.00
Original;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;AsciiOnly;5.118 ns;0.0542 ns;0.0507 ns;5.118 ns;1.00;0.00
Encoding;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;AsciiOnly;8.142 ns;0.0383 ns;0.0320 ns;8.132 ns;1.59;0.01
Long;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;AsciiOnly;3.183 ns;0.0070 ns;0.0062 ns;3.186 ns;0.62;0.00
SimdGeneric;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;AsciiOnly;3.509 ns;0.0176 ns;0.0156 ns;3.507 ns;0.68;0.01
SimdSSE;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;AsciiOnly;3.124 ns;0.0275 ns;0.0230 ns;3.114 ns;0.61;0.00
Simd2;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;AsciiOnly;4.163 ns;0.0164 ns;0.0153 ns;4.160 ns;0.81;0.01
SimdAVX;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;AsciiOnly;3.546 ns;0.0352 ns;0.0312 ns;3.544 ns;0.69;0.01
Original;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;Mixed;13.090 ns;0.1211 ns;0.1011 ns;13.046 ns;1.00;0.00
Encoding;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;Mixed;11.271 ns;0.0235 ns;0.0219 ns;11.271 ns;0.86;0.01
Long;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;Mixed;12.901 ns;0.0439 ns;0.0389 ns;12.891 ns;0.99;0.01
SimdGeneric;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;Mixed;13.552 ns;0.0376 ns;0.0351 ns;13.552 ns;1.03;0.01
SimdSSE;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;Mixed;15.684 ns;0.5012 ns;1.4540 ns;15.333 ns;1.24;0.12
Simd2;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;Mixed;13.732 ns;0.0393 ns;0.0349 ns;13.735 ns;1.05;0.01
SimdAVX;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;Mixed;13.275 ns;0.0962 ns;0.0853 ns;13.252 ns;1.01;0.01
Original;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;OnlyNonAscii;17.133 ns;0.1073 ns;0.0951 ns;17.116 ns;1.00;0.00
Encoding;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;OnlyNonAscii;13.601 ns;0.0919 ns;0.0815 ns;13.593 ns;0.79;0.01
Long;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;OnlyNonAscii;15.284 ns;0.0911 ns;0.0852 ns;15.264 ns;0.89;0.01
SimdGeneric;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;OnlyNonAscii;15.667 ns;0.0956 ns;0.0847 ns;15.662 ns;0.91;0.01
SimdSSE;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;OnlyNonAscii;15.854 ns;0.0470 ns;0.0417 ns;15.841 ns;0.93;0.01
Simd2;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;OnlyNonAscii;15.880 ns;0.1415 ns;0.1105 ns;15.852 ns;0.93;0.01
SimdAVX;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;8;OnlyNonAscii;15.396 ns;0.0566 ns;0.0502 ns;15.391 ns;0.90;0.01
Original;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;AsciiOnly;6.983 ns;0.0551 ns;0.0489 ns;6.973 ns;1.00;0.00
Encoding;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;AsciiOnly;8.788 ns;0.0357 ns;0.0298 ns;8.779 ns;1.26;0.01
Long;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;AsciiOnly;3.664 ns;0.0166 ns;0.0155 ns;3.664 ns;0.52;0.00
SimdGeneric;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;AsciiOnly;3.806 ns;0.0117 ns;0.0104 ns;3.807 ns;0.55;0.00
SimdSSE;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;AsciiOnly;3.419 ns;0.0123 ns;0.0109 ns;3.417 ns;0.49;0.00
Simd2;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;AsciiOnly;4.954 ns;0.0455 ns;0.0355 ns;4.947 ns;0.71;0.01
SimdAVX;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;AsciiOnly;4.032 ns;0.0183 ns;0.0162 ns;4.029 ns;0.58;0.00
Original;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;Mixed;22.992 ns;0.1095 ns;0.0971 ns;23.013 ns;1.00;0.00
Encoding;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;Mixed;14.960 ns;0.0882 ns;0.0736 ns;14.976 ns;0.65;0.01
Long;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;Mixed;16.504 ns;0.0733 ns;0.0686 ns;16.500 ns;0.72;0.00
SimdGeneric;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;Mixed;17.047 ns;0.0866 ns;0.0768 ns;17.036 ns;0.74;0.00
SimdSSE;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;Mixed;17.245 ns;0.0764 ns;0.0638 ns;17.231 ns;0.75;0.00
Simd2;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;Mixed;17.346 ns;0.0881 ns;0.0781 ns;17.336 ns;0.75;0.00
SimdAVX;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;Mixed;17.067 ns;0.0534 ns;0.0446 ns;17.069 ns;0.74;0.00
Original;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;OnlyNonAscii;20.196 ns;0.0895 ns;0.0699 ns;20.200 ns;1.00;0.00
Encoding;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;OnlyNonAscii;15.649 ns;0.0914 ns;0.0855 ns;15.636 ns;0.78;0.00
Long;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;OnlyNonAscii;17.153 ns;0.1012 ns;0.0897 ns;17.128 ns;0.85;0.00
SimdGeneric;Job-UUVRQZ;False;Default;Default;0.01;Default;Default;Default;1111111111111111;Empty;RyuJit;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 7.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;Default;12;OnlyNonAscii;17.571 ns;0.0701 ns;0.0585 ns;17.569 ns;0.87;0.00
