Method;Job;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;LargeAddressAware;Platform;PowerPlanMode;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;Toolchain;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MemoryRandomization;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;StringLengthInChars;Scenario;Mean;Error;StdDev;Median;Ratio;RatioSD
Ascii_Local_NarrowUtf16ToAscii_simple_loop;Job-RJQJBO;False;Default;Default;0.005;Default;Default;Default;11111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;3;53;AsciiOnly;8.496 ns;0.0325 ns;0.0304 ns;8.498 ns;1.07;0.00
Ascii_Local_NarrowUtf16ToAscii_v3;Job-RJQJBO;False;Default;Default;0.005;Default;Default;Default;11111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;3;53;AsciiOnly;6.488 ns;0.0362 ns;0.0496 ns;6.480 ns;0.82;0.01
Ascii_Local_NarrowUtf16ToAscii_v4_if;Job-RJQJBO;False;Default;Default;0.005;Default;Default;Default;11111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;3;53;AsciiOnly;7.212 ns;0.0214 ns;0.0200 ns;7.212 ns;0.91;0.00
Ascii_Local_NarrowUtf16ToAscii_v2_StoreLower;Job-RJQJBO;False;Default;Default;0.005;Default;Default;Default;11111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;3;57;AsciiOnly;8.621 ns;0.0229 ns;0.0214 ns;8.612 ns;1.00;0.00
Ascii_Local_NarrowUtf16ToAscii_simple_loop;Job-RJQJBO;False;Default;Default;0.005;Default;Default;Default;11111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;3;57;AsciiOnly;7.445 ns;0.0121 ns;0.0113 ns;7.446 ns;0.86;0.00
Ascii_Local_NarrowUtf16ToAscii_v3;Job-RJQJBO;False;Default;Default;0.005;Default;Default;Default;11111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;3;57;AsciiOnly;7.979 ns;0.0450 ns;0.0441 ns;7.987 ns;0.93;0.01
Ascii_Local_NarrowUtf16ToAscii_v4_if;Job-RJQJBO;False;Default;Default;0.005;Default;Default;Default;11111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;3;57;AsciiOnly;7.958 ns;0.0167 ns;0.0156 ns;7.959 ns;0.92;0.00
Ascii_Local_NarrowUtf16ToAscii_v2_StoreLower;Job-RJQJBO;False;Default;Default;0.005;Default;Default;Default;11111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;3;64;AsciiOnly;9.468 ns;0.0126 ns;0.0118 ns;9.471 ns;1.00;0.00
Ascii_Local_NarrowUtf16ToAscii_simple_loop;Job-RJQJBO;False;Default;Default;0.005;Default;Default;Default;11111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;3;64;AsciiOnly;7.449 ns;0.0146 ns;0.0136 ns;7.452 ns;0.79;0.00
Ascii_Local_NarrowUtf16ToAscii_v3;Job-RJQJBO;False;Default;Default;0.005;Default;Default;Default;11111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;3;64;AsciiOnly;6.962 ns;0.0423 ns;0.0453 ns;6.969 ns;0.73;0.01
Ascii_Local_NarrowUtf16ToAscii_v4_if;Job-RJQJBO;False;Default;Default;0.005;Default;Default;Default;11111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;3;64;AsciiOnly;7.796 ns;0.0306 ns;0.0286 ns;7.788 ns;0.82;0.00
